timestamp,method,feature,time,status
"2023-04-14 09:38:59.324","GET","/authenticated/audit/list-mine","111","200 OK"
"2023-04-14 09:39:03.119","GET","/authenticated/audit/show","48","200 OK"
"2023-04-14 09:39:03.295","GET","/authenticated/audit/show","24","200 OK"
"2023-04-14 09:39:24.992","POST","/authenticated/audit/update","14546","200 OK"
"2023-04-14 09:39:25.752","GET","/authenticated/audit/list-mine","37","200 OK"
"2023-04-14 09:42:06.325","GET","/authenticated/audit/show","26","200 OK"
"2023-04-14 09:42:06.491","GET","/authenticated/audit/show","20","200 OK"
"2023-04-14 09:42:35.75","POST","/authenticated/audit/update","5190","200 OK"
"2023-04-14 09:42:36.359","GET","/authenticated/audit/list-mine","48","200 OK"
"2023-04-14 09:44:56.191","GET","/authenticated/audit/create","35","200 OK"
"2023-04-14 09:45:02.008","GET","/authenticated/audit/list-mine","32","200 OK"
