timestamp,method,feature,time,status
"2023-04-14 13:09:48.678","GET","/authenticated/audit/list-mine","59","200 OK"
"2023-04-14 13:09:50.777","GET","/authenticated/audit/show","20","200 OK"
"2023-04-14 13:09:50.995","GET","/authenticated/audit/show","11","200 OK"
"2023-04-14 13:10:11.652","POST","/authenticated/audit/publish","14180","200 OK"
"2023-04-14 13:10:11.946","GET","/authenticated/audit/list-mine","16","200 OK"
"2023-04-14 13:10:49.798","GET","/authenticated/audit/show","9","200 OK"
"2023-04-14 13:11:00.323","POST","/authenticated/audit/publish","7960","200 OK"
"2023-04-14 13:11:10.373","POST","/authenticated/audit/publish","15621","500 INTERNAL_SERVER_ERROR"
"2023-04-14 13:11:22.606","GET","/authenticated/audit/list-mine","21","200 OK"
"2023-04-14 13:11:24.631","GET","/authenticated/audit/show","9","200 OK"
"2023-04-14 13:11:24.861","GET","/authenticated/audit/show","10","200 OK"
"2023-04-14 13:11:40.664","POST","/authenticated/audit/publish","13085","200 OK"
"2023-04-14 13:11:40.865","GET","/authenticated/audit/list-mine","16","200 OK"
"2023-04-14 13:11:44.05","GET","/authenticated/audit/show","19","200 OK"
"2023-04-14 13:11:44.26","GET","/authenticated/audit/show","7","200 OK"
"2023-04-14 13:11:46.587","POST","/authenticated/audit/publish","27","200 OK"
"2023-04-14 13:11:46.792","GET","/authenticated/audit/list-mine","22","200 OK"
"2023-04-14 13:11:48.924","GET","/authenticated/audit/show","10","200 OK"
"2023-04-14 13:12:27.444","POST","/authenticated/audit/update","29810","200 OK"
"2023-04-14 13:12:27.655","GET","/authenticated/audit/list-mine","15","200 OK"
"2023-04-14 13:12:32.011","GET","/authenticated/audit/show","8","200 OK"
"2023-04-14 13:12:32.232","GET","/authenticated/audit/show","8","200 OK"
"2023-04-14 13:12:35.231","POST","/authenticated/audit/publish","26","200 OK"
"2023-04-14 13:12:35.401","GET","/authenticated/audit/list-mine","9","200 OK"
"2023-04-14 13:12:36.907","GET","/authenticated/audit/show","9","200 OK"
"2023-04-14 13:12:37.131","GET","/authenticated/audit/show","7","200 OK"
"2023-04-14 13:12:42.144","POST","/authenticated/audit/update","11","200 OK"
"2023-04-14 13:15:20.841","POST","/authenticated/audit/update","10","200 OK"
"2023-04-14 13:15:27.835","POST","/authenticated/audit/publish","29","200 OK"
"2023-04-14 13:15:28.042","GET","/authenticated/audit/list-mine","11","200 OK"
"2023-04-14 13:15:30.152","GET","/authenticated/audit/show","8","200 OK"
"2023-04-14 13:16:20.639","GET","/authenticated/audit/show","6","200 OK"
"2023-04-14 13:16:25.826","POST","/authenticated/audit/publish","24","200 OK"
"2023-04-14 13:16:26.098","GET","/authenticated/audit/list-mine","13","200 OK"
"2023-04-14 13:16:27.499","GET","/authenticated/audit/show","9","200 OK"
"2023-04-14 13:16:27.714","GET","/authenticated/audit/show","6","200 OK"
"2023-04-14 13:17:43.694","GET","/authenticated/audit/show","6","200 OK"
"2023-04-14 13:17:46.263","POST","/authenticated/audit/publish","21","200 OK"
"2023-04-14 13:17:46.445","GET","/authenticated/audit/list-mine","10","200 OK"
"2023-04-14 13:17:48.038","GET","/authenticated/audit/show","7","200 OK"
"2023-04-14 13:17:48.263","GET","/authenticated/audit/show","5","200 OK"
"2023-04-14 13:17:59.452","POST","/authenticated/audit/publish","24","200 OK"
"2023-04-14 13:17:59.639","GET","/authenticated/audit/list-mine","11","200 OK"
"2023-04-14 13:18:00.927","GET","/authenticated/audit/show","8","200 OK"
"2023-04-14 13:18:01.142","GET","/authenticated/audit/show","5","200 OK"
"2023-04-14 13:18:07.003","GET","/authenticated/course/list-course","6","200 OK"
"2023-04-14 13:18:09.253","GET","/authenticated/course/show","7","200 OK"
"2023-04-14 13:18:09.482","GET","/authenticated/course/show","7","200 OK"
"2023-04-14 13:18:12.009","GET","/authenticated/audit/list-course","11","200 OK"
"2023-04-14 13:18:13.595","GET","/authenticated/audit/show","9","200 OK"
"2023-04-14 13:18:40.805","GET","/authenticated/auditor/update","10055","200 OK"
"2023-04-14 13:18:52.429","GET","/authenticated/course/list-course","10","200 OK"
"2023-04-14 13:20:00.739","GET","/authenticated/course/show","6","200 OK"
"2023-04-14 13:20:00.932","GET","/authenticated/course/show","4","200 OK"
"2023-04-14 13:20:02.917","GET","/authenticated/audit/list-course","5","200 OK"
"2023-04-14 13:20:07.392","GET","/authenticated/course/list-course","6","200 OK"
"2023-04-14 13:20:08.961","GET","/authenticated/course/show","4","200 OK"
"2023-04-14 13:20:09.156","GET","/authenticated/course/show","3","200 OK"
"2023-04-14 13:20:12.628","GET","/authenticated/audit/list-course","6","200 OK"
"2023-04-14 13:20:15.106","GET","/authenticated/course/list-course","7","200 OK"
"2023-04-14 13:20:16.269","GET","/authenticated/course/show","6","200 OK"
"2023-04-14 13:20:20.964","GET","/authenticated/audit/list-course","9","200 OK"
"2023-04-14 13:20:26.395","GET","/authenticated/audit/show","10","200 OK"
"2023-04-14 13:20:26.582","GET","/authenticated/audit/show","9","200 OK"
"2023-04-14 13:20:53.023","GET","/authenticated/audit/show","8","200 OK"
"2023-04-14 13:20:56.121","GET","/authenticated/audit/list-mine","9","200 OK"
"2023-04-14 13:20:57.64","GET","/authenticated/audit/show","8","200 OK"
"2023-04-14 13:20:57.852","GET","/authenticated/audit/show","7","200 OK"
"2023-04-14 13:21:06.288","POST","/authenticated/audit/publish","21","200 OK"
"2023-04-14 13:21:06.47","GET","/authenticated/audit/list-mine","12","200 OK"
"2023-04-14 13:21:08.007","GET","/authenticated/audit/show","7","200 OK"
"2023-04-14 13:22:23.374","GET","/authenticated/course/list-course","8","200 OK"
"2023-04-14 13:22:24.774","GET","/authenticated/course/show","5","200 OK"
"2023-04-14 13:22:24.995","GET","/authenticated/course/show","3","200 OK"
"2023-04-14 13:22:32.062","GET","/authenticated/audit/list-course","4","200 OK"
"2023-04-14 13:22:35.424","GET","/authenticated/course/list-course","5","200 OK"
"2023-04-14 13:22:36.736","GET","/authenticated/course/show","7","200 OK"
"2023-04-14 13:22:43.636","GET","/authenticated/audit/list-course","7","200 OK"
"2023-04-14 13:24:47.965","GET","/authenticated/audit/show","70315","200 OK"
