timestamp,method,feature,time,status
"2023-04-20 11:21:45.897","GET","/authenticated/offer/list","50","200 OK"
"2023-04-20 11:21:48.447","GET","/authenticated/offer/show","10","200 OK"
"2023-04-20 11:21:48.594","GET","/authenticated/offer/show","8","200 OK"
"2023-04-20 11:21:56.99","POST","/authenticated/offer/delete","6168","200 OK"
"2023-04-20 11:21:57.309","GET","/authenticated/offer/list","16","200 OK"
"2023-04-20 11:22:36.242","GET","/authenticated/offer/list","9","200 OK"
"2023-04-20 11:22:38.86","GET","/authenticated/offer/show","8","200 OK"
"2023-04-20 11:22:39.012","GET","/authenticated/offer/show","19","200 OK"
"2023-04-20 11:22:47.924","POST","/authenticated/offer/update","102","200 OK"
"2023-04-20 11:22:49.921","POST","/authenticated/offer/update","9","200 OK"
"2023-04-20 11:23:14.389","POST","/authenticated/offer/update","8069","200 OK"
"2023-04-20 11:23:58.124","POST","/authenticated/offer/update","2973","200 OK"
"2023-04-20 11:24:13.505","POST","/authenticated/offer/update","9149","200 OK"
"2023-04-20 11:24:13.747","GET","/authenticated/offer/list","12","200 OK"
"2023-04-20 11:24:18.779","GET","/authenticated/offer/show","8","200 OK"
"2023-04-20 11:24:18.949","GET","/authenticated/offer/show","6","200 OK"
"2023-04-20 11:24:29.844","POST","/authenticated/offer/update","4696","200 OK"
"2023-04-20 11:24:30.076","GET","/authenticated/offer/list","10","200 OK"
"2023-04-20 11:24:32.633","GET","/authenticated/offer/create","4","200 OK"
"2023-04-20 11:25:15.165","GET","/authenticated/offer/list","11","200 OK"
"2023-04-20 11:25:16.929","GET","/authenticated/offer/create","4","200 OK"
"2023-04-20 11:25:29.316","POST","/authenticated/offer/create","35","200 OK"
"2023-04-20 11:25:29.551","GET","/authenticated/offer/list","12","200 OK"
"2023-04-20 11:25:35.512","GET","/authenticated/offer/show","8","200 OK"
"2023-04-20 11:25:35.662","GET","/authenticated/offer/show","7","200 OK"
