timestamp,method,feature,time,status
"2023-04-16 04:53:20.576","GET","/authenticated/audit/list-mine","88","200 OK"
"2023-04-16 04:53:24.851","GET","/authenticated/audit/show","40","200 OK"
"2023-04-16 04:53:25.068","GET","/authenticated/audit/show","25","200 OK"
"2023-04-16 04:53:28.525","GET","/authenticated/auditing-record/list","32","200 OK"
"2023-04-16 04:53:31.563","GET","/authenticated/auditing-record/show","24","200 OK"
"2023-04-16 04:53:31.779","GET","/authenticated/auditing-record/show","16","200 OK"
"2023-04-16 04:53:37.486","GET","/authenticated/auditing-record/list","32","200 OK"
"2023-04-16 04:53:39.298","GET","/authenticated/auditing-record/list","24","200 OK"
"2023-04-16 04:53:42.389","GET","/authenticated/audit/list-mine","29","200 OK"
"2023-04-16 04:53:44.435","GET","/authenticated/audit/show","24","200 OK"
"2023-04-16 04:53:46.467","POST","/authenticated/audit/publish","168","200 OK"
"2023-04-16 04:53:46.907","GET","/authenticated/audit/list-mine","24","200 OK"
"2023-04-16 04:53:48.688","GET","/authenticated/audit/show","24","200 OK"
"2023-04-16 04:53:48.896","GET","/authenticated/audit/show","24","200 OK"
"2023-04-16 04:53:51.918","GET","/authenticated/auditing-record/list","16","200 OK"
"2023-04-16 04:53:54.735","GET","/authenticated/auditing-record/show","16","200 OK"
"2023-04-16 04:53:54.928","GET","/authenticated/auditing-record/show","16","200 OK"
"2023-04-16 04:53:56.593","GET","/authenticated/auditing-record/list","24","200 OK"
"2023-04-16 04:54:17.025","GET","/authenticated/auditing-record/list","20","200 OK"
"2023-04-16 04:54:22.459","GET","/authenticated/auditing-record/create","7","500 INTERNAL_SERVER_ERROR"
