timestamp,method,feature,time,status
"2023-04-16 06:07:15.223","GET","/authenticated/audit/list-mine","97","200 OK"
"2023-04-16 06:07:18.83","GET","/authenticated/audit/show","40","200 OK"
"2023-04-16 06:07:19.022","GET","/authenticated/audit/show","24","200 OK"
"2023-04-16 06:07:27.255","GET","/authenticated/auditing-record/list","40","200 OK"
"2023-04-16 06:07:33.668","GET","/authenticated/auditing-record/create","48","200 OK"
"2023-04-16 06:08:14.479","GET","/authenticated/auditing-record/create","27","200 OK"
"2023-04-16 06:08:19.276","GET","/authenticated/audit/list-mine","49","200 OK"
"2023-04-16 06:08:20.957","GET","/authenticated/audit/create","16","200 OK"
"2023-04-16 06:08:29.509","GET","/authenticated/course/list-course","24","200 OK"
"2023-04-16 06:08:32.94","GET","/authenticated/user-account/update","56","200 OK"
"2023-04-16 06:08:37.207","GET","/authenticated/audit/list-mine","24","200 OK"
"2023-04-16 06:08:38.995","GET","/authenticated/audit/create","24","200 OK"
"2023-04-16 06:08:43.959","GET","/authenticated/audit/list-mine","24","200 OK"
"2023-04-16 06:08:45.417","GET","/authenticated/audit/create","16","200 OK"
"2023-04-16 06:09:07.004","GET","/authenticated/audit/create","19","200 OK"
"2023-04-16 06:10:43.73","GET","/authenticated/audit/create","24","200 OK"
