timestamp,method,feature,time,status
"2023-04-13 16:43:50.149","GET","/authenticated/audit/list-mine","46","200 OK"
"2023-04-13 16:43:52.284","GET","/authenticated/audit/show","17","200 OK"
"2023-04-13 16:43:52.453","GET","/authenticated/audit/show","11","200 OK"
"2023-04-13 16:43:57.728","POST","/authenticated/audit/update","84","200 OK"
"2023-04-13 16:44:08.998","GET","/authenticated/audit/show","13","200 OK"
"2023-04-13 16:44:10.665","GET","/authenticated/audit/list-mine","13","200 OK"
"2023-04-13 16:44:12.111","GET","/authenticated/audit/create","15","200 OK"
"2023-04-13 16:44:29.54","POST","/authenticated/audit/create","12","200 OK"
"2023-04-13 16:45:21.291","GET","/authenticated/audit/list-mine","13","200 OK"
"2023-04-13 16:45:23.913","GET","/authenticated/audit/create","8","200 OK"
"2023-04-13 16:45:31.272","POST","/authenticated/audit/create","13","200 OK"
"2023-04-13 16:45:39.875","POST","/authenticated/audit/create","12","200 OK"
"2023-04-13 16:45:42.087","POST","/authenticated/audit/create","12","200 OK"
"2023-04-13 16:45:45.115","GET","/authenticated/audit/create","8","200 OK"
"2023-04-13 16:45:48.214","GET","/authenticated/audit/list-mine","9","200 OK"
