timestamp,method,feature,time,status
"2023-04-13 16:15:07.391","GET","/authenticated/audit/list-mine","46","200 OK"
"2023-04-13 16:15:17.155","GET","/authenticated/audit/show","19","200 OK"
"2023-04-13 16:15:17.314","GET","/authenticated/audit/show","10","200 OK"
"2023-04-13 16:15:23.284","GET","/authenticated/audit/list-mine","12","200 OK"
"2023-04-13 16:16:11.424","GET","/authenticated/audit/list-mine","8","200 OK"
"2023-04-13 16:16:18.131","GET","/authenticated/audit/list-mine","11","200 OK"
"2023-04-13 16:16:21.771","GET","/authenticated/audit/show","14","200 OK"
"2023-04-13 16:16:21.914","GET","/authenticated/audit/show","10","200 OK"
"2023-04-13 16:16:27.05","POST","/authenticated/audit/update","91","200 OK"
"2023-04-13 16:16:36.441","POST","/authenticated/audit/update","11","200 OK"
"2023-04-13 16:16:51.406","GET","/authenticated/auditing-record/list","16","200 OK"
"2023-04-13 16:16:59.385","GET","/authenticated/audit/show","12","200 OK"
"2023-04-13 16:17:03.398","POST","/authenticated/audit/update","11","200 OK"
"2023-04-13 16:17:14.75","POST","/authenticated/audit/update","10","200 OK"
"2023-04-13 16:18:03.342","GET","/authenticated/audit/list-mine","8","200 OK"
"2023-04-13 16:18:13.444","GET","/authenticated/audit/show","13","200 OK"
"2023-04-13 16:18:15.525","GET","/authenticated/audit/list-mine","9","200 OK"
"2023-04-13 16:19:12.543","GET","/authenticated/auditing-record/list","8","200 OK"
"2023-04-13 16:19:16.513","GET","/authenticated/audit/show","8","200 OK"
"2023-04-13 16:19:23.852","GET","/authenticated/audit/list-mine","8","200 OK"
"2023-04-13 16:20:14.353","GET","/authenticated/audit/create","5","500 INTERNAL_SERVER_ERROR"
"2023-04-13 16:21:08.466","GET","/authenticated/audit/create","5","500 INTERNAL_SERVER_ERROR"
