timestamp,method,feature,time,status
"2023-04-17 13:04:41.563","GET","/authenticated/audit/list-mine","75","200 OK"
"2023-04-17 13:04:43.038","GET","/authenticated/audit/show","20","200 OK"
"2023-04-17 13:04:43.219","GET","/authenticated/audit/show","11","200 OK"
"2023-04-17 13:04:46.926","GET","/authenticated/auditing-record/list","22","200 OK"
"2023-04-17 13:04:51.058","GET","/authenticated/auditing-record/show","13","200 OK"
"2023-04-17 13:04:51.29","GET","/authenticated/auditing-record/show","11","200 OK"
"2023-04-17 13:05:40.996","GET","/authenticated/auditing-record/show","21","200 OK"
"2023-04-17 13:07:47.828","GET","/authenticated/auditing-record/show","8","200 OK"
"2023-04-17 13:08:03.718","GET","/authenticated/auditing-record/show","11","200 OK"
"2023-04-17 13:08:04.786","GET","/authenticated/auditing-record/show","6","200 OK"
"2023-04-17 13:08:06.598","GET","/authenticated/auditing-record/list","10","200 OK"
"2023-04-17 13:08:08.197","GET","/authenticated/auditing-record/list","9","200 OK"
"2023-04-17 13:08:12.698","GET","/authenticated/audit/list-mine","8","200 OK"
"2023-04-17 13:08:14.11","GET","/authenticated/audit/show","12","200 OK"
"2023-04-17 13:08:14.3","GET","/authenticated/audit/show","9","200 OK"
"2023-04-17 13:08:28.765","GET","/authenticated/auditing-record/list","11","200 OK"
"2023-04-17 13:08:29.708","GET","/authenticated/auditing-record/show","6","200 OK"
"2023-04-17 13:08:29.923","GET","/authenticated/auditing-record/show","8","200 OK"
"2023-04-17 13:11:19.286","GET","/authenticated/auditing-record/show","5","200 OK"
