timestamp,method,feature,time,status
"2023-04-16 05:41:59.292","GET","/authenticated/audit/list-mine","104","200 OK"
"2023-04-16 05:42:01.987","GET","/authenticated/audit/show","48","200 OK"
"2023-04-16 05:42:02.155","GET","/authenticated/audit/show","16","200 OK"
"2023-04-16 05:42:04.983","GET","/authenticated/auditing-record/list","48","200 OK"
"2023-04-16 05:42:14.122","GET","/authenticated/auditing-record/show","7166","500 INTERNAL_SERVER_ERROR"
"2023-04-16 05:44:00.771","GET","/authenticated/auditing-record/list","30","200 OK"
"2023-04-16 05:44:06.991","GET","/authenticated/audit/list-publish","40","200 OK"
"2023-04-16 05:44:09.195","GET","/authenticated/audit/show","24","200 OK"
"2023-04-16 05:44:09.434","GET","/authenticated/audit/show","16","200 OK"
"2023-04-16 05:44:15.311","GET","/authenticated/auditing-record/list","24","200 OK"
"2023-04-16 05:44:22.881","GET","/authenticated/auditing-record/show","5084","500 INTERNAL_SERVER_ERROR"
"2023-04-16 05:44:33.614","GET","/authenticated/auditing-record/list","46","200 OK"
"2023-04-16 05:44:35.877","GET","/authenticated/audit/show","17","200 OK"
"2023-04-16 05:45:25.545","GET","/authenticated/audit/show","27","200 OK"
"2023-04-16 05:45:40.674","GET","/authenticated/audit/show","25","200 OK"
"2023-04-16 05:45:43.035","GET","/authenticated/auditing-record/list","23","200 OK"
"2023-04-16 05:46:00.432","GET","/authenticated/auditing-record/show","15991","500 INTERNAL_SERVER_ERROR"
"2023-04-16 05:46:06.762","GET","/authenticated/auditing-record/show","22106","500 INTERNAL_SERVER_ERROR"
"2023-04-16 05:46:12.133","GET","/authenticated/auditing-record/list","23","200 OK"
"2023-04-16 05:46:43.887","GET","/authenticated/auditing-record/show","9786","500 INTERNAL_SERVER_ERROR"
"2023-04-16 05:46:48.725","GET","/authenticated/auditing-record/show","14410","500 INTERNAL_SERVER_ERROR"
