timestamp,method,feature,time,status
"2023-04-17 13:29:05.316","GET","/authenticated/audit/list-mine","57","200 OK"
"2023-04-17 13:29:07.152","GET","/authenticated/audit/show","21","200 OK"
"2023-04-17 13:29:07.341","GET","/authenticated/audit/show","13","200 OK"
"2023-04-17 13:29:09.076","GET","/authenticated/auditing-record/list","20","200 OK"
"2023-04-17 13:29:10.388","GET","/authenticated/auditing-record/show","13","200 OK"
"2023-04-17 13:29:10.585","GET","/authenticated/auditing-record/show","19","200 OK"
"2023-04-17 13:29:25.514","GET","/authenticated/auditing-record/list","13","200 OK"
"2023-04-17 13:29:54.245","GET","/authenticated/auditing-record/show","9","200 OK"
"2023-04-17 13:29:54.456","GET","/authenticated/auditing-record/show","12","200 OK"
"2023-04-17 13:29:58.421","GET","/authenticated/auditing-record/list","10","200 OK"
"2023-04-17 13:30:05.954","GET","/authenticated/auditing-record/list","13","200 OK"
"2023-04-17 13:30:07.711","GET","/authenticated/auditing-record/show","23","200 OK"
"2023-04-17 13:30:07.908","GET","/authenticated/auditing-record/show","12","200 OK"
"2023-04-17 13:30:11.3","GET","/authenticated/auditing-record/list","13","200 OK"
"2023-04-17 13:30:13.377","GET","/authenticated/auditing-record/list","126","200 OK"
"2023-04-17 13:30:49.229","GET","/authenticated/auditing-record/list","12","200 OK"
"2023-04-17 13:30:51.392","GET","/authenticated/audit/list-mine","8","200 OK"
"2023-04-17 13:30:52.952","GET","/authenticated/audit/create","8","200 OK"
"2023-04-17 13:32:25.585","GET","/authenticated/audit/create","8","200 OK"
"2023-04-17 13:32:54.869","POST","/authenticated/audit/create","12885","200 OK"
"2023-04-17 13:33:12.71","POST","/authenticated/audit/create","6164","200 OK"
"2023-04-17 13:33:22.037","POST","/authenticated/audit/create","55","200 OK"
"2023-04-17 13:33:22.296","GET","/authenticated/audit/list-mine","13","200 OK"
"2023-04-17 13:33:25.242","GET","/authenticated/audit/show","10","200 OK"
"2023-04-17 13:33:25.445","GET","/authenticated/audit/show","8","200 OK"
"2023-04-17 13:33:28.504","GET","/authenticated/auditing-record/list","9","200 OK"
"2023-04-17 13:33:34.98","GET","/authenticated/auditing-record/create","5306","200 OK"
"2023-04-17 13:35:27.383","GET","/authenticated/auditing-record/create","9","200 OK"
"2023-04-17 13:35:36.361","GET","/authenticated/audit/list-mine","11","200 OK"
"2023-04-17 13:35:37.625","GET","/authenticated/audit/show","8","200 OK"
"2023-04-17 13:35:39.721","GET","/authenticated/auditing-record/list","12","200 OK"
"2023-04-17 13:35:41.425","GET","/authenticated/auditing-record/create","10","200 OK"
"2023-04-17 13:35:48.541","GET","/authenticated/audit/list-mine","7","200 OK"
"2023-04-17 13:35:50.076","GET","/authenticated/audit/show","8","200 OK"
"2023-04-17 13:35:52.067","GET","/authenticated/auditing-record/list","10","200 OK"
"2023-04-17 13:35:53.955","GET","/authenticated/auditing-record/create","10","200 OK"
