timestamp,method,feature,time,status
"2023-04-21 18:03:42.873","GET","/authenticated/audit/list-publish","95","200 OK"
"2023-04-21 18:03:45.07","GET","/authenticated/audit/show","40","200 OK"
"2023-04-21 18:03:45.221","GET","/authenticated/audit/show","16","200 OK"
"2023-04-21 18:03:50.187","GET","/authenticated/audit/list-publish","16","200 OK"
"2023-04-21 18:05:29.425","GET","/authenticated/audit/list-publish","25","200 OK"
"2023-04-21 18:05:32.482","GET","/authenticated/audit/list-publish","21","200 OK"
"2023-04-21 18:05:34.772","GET","/authenticated/course/list-course","40","200 OK"
"2023-04-21 18:05:36.862","GET","/authenticated/course/show","16","200 OK"
"2023-04-21 18:05:37.014","GET","/authenticated/course/show","8","200 OK"
"2023-04-21 18:05:39.452","GET","/authenticated/audit/list-course","23","200 OK"
"2023-04-21 18:05:40.896","GET","/authenticated/audit/show","16","200 OK"
"2023-04-21 18:05:41.08","GET","/authenticated/audit/show","24","200 OK"
"2023-04-21 18:05:55.102","GET","/authenticated/audit/list-publish","16","200 OK"
