timestamp,method,feature,time,status
"2023-04-16 06:24:02.553","GET","/authenticated/audit/list-mine","120","200 OK"
"2023-04-16 06:24:05.14","GET","/authenticated/audit/show","40","200 OK"
"2023-04-16 06:24:05.397","GET","/authenticated/audit/show","24","200 OK"
"2023-04-16 06:24:12.113","GET","/authenticated/auditing-record/list","32","200 OK"
"2023-04-16 06:24:14.692","GET","/authenticated/auditing-record/create","32","200 OK"
"2023-04-16 06:25:05.108","GET","/authenticated/auditing-record/create","26","200 OK"
"2023-04-16 06:25:15.582","GET","/authenticated/auditing-record/create","44","200 OK"
"2023-04-16 06:26:28.622","GET","/authenticated/auditing-record/create","23","200 OK"
"2023-04-16 06:27:48.668","GET","/authenticated/auditing-record/create","26","200 OK"
"2023-04-16 06:29:45.737","GET","/authenticated/auditing-record/create","11","200 OK"
"2023-04-16 06:30:04.135","GET","/authenticated/auditing-record/create","10","200 OK"
