timestamp,method,feature,time,status
"2023-04-15 22:49:06.47","GET","/authenticated/audit/list-mine","96","200 OK"
"2023-04-15 22:49:11.617","GET","/authenticated/audit/show","32","200 OK"
"2023-04-15 22:49:14.934","GET","/authenticated/audit/list-mine","24","200 OK"
"2023-04-15 22:49:16.263","GET","/authenticated/audit/show","16","200 OK"
"2023-04-15 22:49:19.512","GET","/authenticated/auditing-record/list","40","200 OK"
"2023-04-15 22:49:32.723","GET","/authenticated/auditing-record/show","24","500 INTERNAL_SERVER_ERROR"
"2023-04-15 22:49:35.746","GET","/authenticated/auditing-record/list","24","200 OK"
"2023-04-15 22:51:14.215","GET","/authenticated/auditing-record/list","24","200 OK"
"2023-04-15 22:51:23.062","GET","/authenticated/auditing-record/list","24","200 OK"
"2023-04-15 22:52:11.861","GET","/authenticated/auditing-record/list","24","200 OK"
"2023-04-15 22:52:38.461","GET","/authenticated/auditing-record/list","21","200 OK"
