timestamp,method,feature,time,status
"2023-04-17 14:07:11.654","GET","/authenticated/audit/list-mine","136","200 OK"
"2023-04-17 14:07:14.857","GET","/authenticated/audit/show","48","200 OK"
"2023-04-17 14:07:15.034","GET","/authenticated/audit/show","24","200 OK"
"2023-04-17 14:07:17.941","GET","/authenticated/auditing-record/list","32","200 OK"
"2023-04-17 14:07:20.155","GET","/authenticated/auditing-record/create","49","200 OK"
"2023-04-17 14:07:42.816","POST","/authenticated/auditing-record/create","240","200 OK"
"2023-04-17 14:09:14.396","POST","/authenticated/auditing-record/create","27289","200 OK"
"2023-04-17 14:09:49.474","POST","/authenticated/auditing-record/create","19372","200 OK"
"2023-04-17 14:10:06.849","GET","/authenticated/auditing-record/list","32","200 OK"
"2023-04-17 14:10:18.09","GET","/authenticated/auditing-record/create","9447","200 OK"
"2023-04-17 14:11:01.466","POST","/authenticated/auditing-record/create","21019","200 OK"
