timestamp,method,feature,time,status
"2023-04-14 13:01:24.516","GET","/authenticated/audit/list-mine","47","200 OK"
"2023-04-14 13:01:26.376","GET","/authenticated/audit/show","19","200 OK"
"2023-04-14 13:01:26.588","GET","/authenticated/audit/show","13","200 OK"
"2023-04-14 13:01:36.638","POST","/authenticated/audit/publish","76","200 OK"
"2023-04-14 13:01:36.886","GET","/authenticated/audit/list-mine","21","200 OK"
"2023-04-14 13:01:38.951","GET","/authenticated/audit/show","10","200 OK"
"2023-04-14 13:01:44.896","POST","/authenticated/audit/publish","26","200 OK"
"2023-04-14 13:01:45.05","GET","/authenticated/audit/list-mine","15","200 OK"
"2023-04-14 13:01:46.512","GET","/authenticated/audit/show","9","200 OK"
"2023-04-14 13:02:13.073","GET","/authenticated/audit/show","13","200 OK"
"2023-04-14 13:02:18.457","GET","/authenticated/audit/list-mine","10","200 OK"
"2023-04-14 13:02:20.327","GET","/authenticated/audit/show","13","200 OK"
"2023-04-14 13:02:23.933","POST","/authenticated/audit/publish","23","200 OK"
"2023-04-14 13:02:24.083","GET","/authenticated/audit/list-mine","14","200 OK"
"2023-04-14 13:02:29.075","GET","/authenticated/audit/show","11","200 OK"
"2023-04-14 13:04:06.514","GET","/authenticated/audit/show","9","200 OK"
"2023-04-14 13:04:28.534","POST","/authenticated/audit/publish","16","200 OK"
"2023-04-14 13:04:28.684","GET","/authenticated/audit/list-mine","10","200 OK"
"2023-04-14 13:04:30.643","GET","/authenticated/audit/show","9","200 OK"
