timestamp,method,feature,time,status
"2023-04-13 11:08:24.713","GET","/authenticated/audit/list-mine","44","200 OK"
"2023-04-13 11:08:27.132","GET","/authenticated/audit/show","22","200 OK"
"2023-04-13 11:08:27.355","GET","/authenticated/audit/show","20","200 OK"
"2023-04-13 11:08:29.654","GET","/authenticated/auditing-record/list","18","200 OK"
"2023-04-13 11:08:38.47","GET","/authenticated/auditing-record/show","9","200 OK"
"2023-04-13 11:08:38.634","GET","/authenticated/auditing-record/show","9","200 OK"
"2023-04-13 11:08:47.565","GET","/authenticated/auditing-record/list","11","200 OK"
"2023-04-13 11:08:50.734","GET","/authenticated/auditing-record/show","10","200 OK"
"2023-04-13 11:08:54.924","GET","/authenticated/auditing-record/list","9","200 OK"
"2023-04-13 11:08:56.446","GET","/authenticated/auditing-record/show","10","200 OK"
"2023-04-13 11:09:02.54","GET","/authenticated/audit/list-mine","9","200 OK"
"2023-04-13 11:09:03.497","GET","/authenticated/audit/show","7","200 OK"
"2023-04-13 11:09:04.753","GET","/authenticated/auditing-record/list","9","200 OK"
"2023-04-13 11:09:06.033","GET","/authenticated/auditing-record/show","8","200 OK"
"2023-04-13 11:11:13.232","GET","/authenticated/auditing-record/list","10","200 OK"
