timestamp,method,feature,time,status
"2023-04-16 04:58:41.146","GET","/authenticated/audit/list-mine","129","200 OK"
"2023-04-16 04:58:48.391","GET","/authenticated/audit/show","48","200 OK"
"2023-04-16 04:58:52.847","GET","/authenticated/auditing-record/list","40","200 OK"
"2023-04-16 04:59:42.085","GET","/authenticated/audit/show","20","200 OK"
"2023-04-16 04:59:52.315","GET","/authenticated/auditing-record/list","24","200 OK"
"2023-04-16 05:00:07.954","GET","/authenticated/auditing-record/list","26","200 OK"
"2023-04-16 05:00:11.142","GET","/authenticated/auditing-record/create","40","500 INTERNAL_SERVER_ERROR"
"2023-04-16 05:01:09.444","GET","/authenticated/auditing-record/create","13","500 INTERNAL_SERVER_ERROR"
"2023-04-16 05:01:11.127","GET","/authenticated/auditing-record/list","22","200 OK"
"2023-04-16 05:01:13.953","GET","/authenticated/auditing-record/create","17","500 INTERNAL_SERVER_ERROR"
"2023-04-16 05:01:15.839","GET","/authenticated/auditing-record/list","24","200 OK"
