timestamp,method,feature,time,status
"2023-04-13 11:39:10.223","GET","/authenticated/audit/list-mine","45","200 OK"
"2023-04-13 11:39:11.92","GET","/authenticated/audit/show","17","200 OK"
"2023-04-13 11:39:12.095","GET","/authenticated/audit/show","10","200 OK"
"2023-04-13 11:39:14.767","GET","/authenticated/auditing-record/list","18","200 OK"
"2023-04-13 11:39:16.957","GET","/authenticated/auditing-record/show","8","200 OK"
"2023-04-13 11:39:17.117","GET","/authenticated/auditing-record/show","10","200 OK"
"2023-04-13 11:39:23.095","GET","/authenticated/course/list-course","16","200 OK"
"2023-04-13 11:39:24.787","GET","/authenticated/course/show","7","200 OK"
"2023-04-13 11:39:27.623","GET","/authenticated/audit/list-course","7","200 OK"
"2023-04-13 11:39:30.577","GET","/authenticated/user-account/update","22","200 OK"
"2023-04-13 11:39:32.955","GET","/authenticated/auditor/update","12","200 OK"
"2023-04-13 11:39:40.62","POST","/authenticated/auditor/update","93","200 OK"
"2023-04-13 11:39:42.785","GET","/authenticated/auditor/update","6","200 OK"
