timestamp,method,feature,time,status
"2023-04-17 11:55:42.782","GET","/authenticated/audit/list-mine","80","200 OK"
"2023-04-17 11:55:48.417","GET","/authenticated/audit/show","32","200 OK"
"2023-04-17 11:55:48.617","GET","/authenticated/audit/show","24","200 OK"
"2023-04-17 11:55:52.039","POST","/authenticated/audit/publish","200","200 OK"
"2023-04-17 11:55:52.591","GET","/authenticated/audit/list-mine","32","200 OK"
"2023-04-17 11:55:54.799","GET","/authenticated/audit/show","24","200 OK"
"2023-04-17 11:55:54.999","GET","/authenticated/audit/show","24","200 OK"
"2023-04-17 11:55:59.799","GET","/authenticated/auditing-record/list","32","200 OK"
"2023-04-17 11:56:02.137","GET","/authenticated/auditing-record/show","24","200 OK"
"2023-04-17 11:56:03.009","GET","/authenticated/auditing-record/show","23","200 OK"
"2023-04-17 11:56:03.266","GET","/authenticated/auditing-record/show","40","200 OK"
"2023-04-17 12:01:05.225","GET","/authenticated/auditing-record/show","11","200 OK"
"2023-04-17 12:05:03.672","POST","/authenticated/audit/publish","8","500 INTERNAL_SERVER_ERROR"
"2023-04-17 12:05:05.439","GET","/authenticated/auditing-record/show","9","200 OK"
"2023-04-17 12:05:06.881","GET","/authenticated/auditing-record/list","10","200 OK"
"2023-04-17 12:05:09.063","GET","/authenticated/auditing-record/list","11","200 OK"
"2023-04-17 12:05:10.64","GET","/authenticated/auditing-record/list","12","200 OK"
"2023-04-17 12:05:11.404","GET","/authenticated/audit/list-mine","8","200 OK"
"2023-04-17 12:05:12.092","GET","/authenticated/audit/list-mine","9","200 OK"
"2023-04-17 12:05:14.74","GET","/authenticated/audit/show","10","200 OK"
"2023-04-17 12:05:18.132","GET","/authenticated/auditing-record/list","9","200 OK"
"2023-04-17 12:05:19.488","GET","/authenticated/auditing-record/show","9","200 OK"
"2023-04-17 12:15:06.294","GET","/authenticated/auditing-record/show","8","200 OK"
"2023-04-17 12:15:16.588","GET","/authenticated/auditing-record/list","12","200 OK"
"2023-04-17 12:15:18.782","GET","/authenticated/audit/list-mine","9","200 OK"
"2023-04-17 12:15:20.353","GET","/authenticated/audit/show","8","200 OK"
"2023-04-17 12:15:24.85","POST","/authenticated/audit/publish","26","200 OK"
"2023-04-17 12:15:24.985","GET","/authenticated/audit/list-mine","11","200 OK"
"2023-04-17 12:15:26.211","GET","/authenticated/audit/show","8","200 OK"
"2023-04-17 12:15:28.437","GET","/authenticated/auditing-record/list","9","200 OK"
"2023-04-17 12:15:29.384","GET","/authenticated/auditing-record/show","9","200 OK"
"2023-04-17 12:16:11.255","GET","/authenticated/auditing-record/show","8","200 OK"
"2023-04-17 12:16:24.724","GET","/authenticated/auditing-record/show","6","200 OK"
